"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PRT","HOUSECOST","RENT","IDX2015","Q","2022-Q4",117.264507286562,
"PRT","HOUSECOST","RENT","IDX2015","Q","2023-Q1",118.434447224018,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",150.473205078542,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",157.191441362565,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",162.677701102091,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",167.94940330741,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",175.555432485986,
"SVK","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",179.918317176113,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q2",103.520232754785,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q3",103.503966218257,
"SVK","HOUSECOST","RENT","IDX2015","Q","2021-Q4",104.729661898195,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q1",105.118966952409,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q2",107.554953211529,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q3",109.200652811698,
"SVK","HOUSECOST","RENT","IDX2015","Q","2022-Q4",110.753027025557,
"SVK","HOUSECOST","RENT","IDX2015","Q","2023-Q1",112.411593758628,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",131.016206279726,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",133.174586770704,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",136.23202591041,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",139.326965726251,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",141.515186156164,
"ESP","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",143.415574759186,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q2",104.859159634358,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q3",104.997402464027,
"ESP","HOUSECOST","RENT","IDX2015","Q","2021-Q4",105.197189633589,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q1",105.586392501491,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q2",106.153234531494,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q3",106.60153000316,
"ESP","HOUSECOST","RENT","IDX2015","Q","2022-Q4",107.11676423673,
"ESP","HOUSECOST","RENT","IDX2015","Q","2023-Q1",107.609646958272,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",133.368847226341,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",136.539104321459,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",139.075791563504,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",142.064852336778,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",142.804952578254,
"SWE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",138.162557912975,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q2",106.976936818961,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.403926772022,
"SWE","HOUSECOST","RENT","IDX2015","Q","2021-Q4",107.76597629567,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.328674761774,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q2",108.76353039737,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q3",109.100244027624,
"SWE","HOUSECOST","RENT","IDX2015","Q","2022-Q4",109.478461705707,
"SWE","HOUSECOST","RENT","IDX2015","Q","2023-Q1",111.017716315519,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",121.538019251073,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",124.88788256552,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",127.392364291946,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",129.931267793418,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",132.197544818233,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",133.857522157658,
"CHE","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",134.433665232929,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q2",103.895637617187,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q3",104.345917448861,
"CHE","HOUSECOST","RENT","IDX2015","Q","2021-Q4",104.643801295081,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q1",105.002984301478,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q2",105.374052328963,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q3",105.728978470014,
"CHE","HOUSECOST","RENT","IDX2015","Q","2022-Q4",106.11834267643,
"CHE","HOUSECOST","RENT","IDX2015","Q","2023-Q1",106.460116299661,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",216.278047390576,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",240.234760859314,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",290.228840755276,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",395.999544984669,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",528.651488515151,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",679.081228190463,
"TUR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",803.038738485703,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q2",169.985783279259,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q3",174.524171227666,
"TUR","HOUSECOST","RENT","IDX2015","Q","2021-Q4",180.498724896195,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q1",190.820550863219,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q2",204.601128575012,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q3",229.195592556318,
"TUR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",260.28448376857,
"TUR","HOUSECOST","RENT","IDX2015","Q","2023-Q1",297.56082495407,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",129.407,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",130.585,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",134.223,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",139.322,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",142.87,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",146.312,
"GBR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",148.72,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q2",106.818254906404,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.268667289593,
"GBR","HOUSECOST","RENT","IDX2015","Q","2021-Q4",108.027551255469,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.998387179342,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q2",110.124025997489,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q3",111.553128310353,
"GBR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",112.913561236539,
"GBR","HOUSECOST","RENT","IDX2015","Q","2023-Q1",114.013760587465,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",153.937794181198,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",161.216552400752,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",167.677735082166,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",174.867727957579,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",180.97384926243,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",181.165395531366,
"USA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",181.772737359698,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q2",121.399994345296,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q3",122.357878211432,
"USA","HOUSECOST","RENT","IDX2015","Q","2021-Q4",123.802672919737,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q1",125.665886531166,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q2",127.809113739031,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q3",130.623389569449,
"USA","HOUSECOST","RENT","IDX2015","Q","2022-Q4",133.607087814908,
"USA","HOUSECOST","RENT","IDX2015","Q","2023-Q1",136.253843782829,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",105.089558954368,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",105.305976139517,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",105.522477755811,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",105.73879100452,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",105.955078538342,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",106.171492352186,
"BRA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",106.387984559312,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",161.571764375401,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",166.958367282905,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",172.309533321475,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",170.18309586069,
"CHL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",174.613893114993,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q2",125.274981200909,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q3",125.87495979132,
"CHL","HOUSECOST","RENT","IDX2015","Q","2021-Q4",126.767276768372,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q1",128.006323396508,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q2",129.50587348671,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q3",131.720386445426,
"CHL","HOUSECOST","RENT","IDX2015","Q","2022-Q4",134.143225081737,
"CHL","HOUSECOST","RENT","IDX2015","Q","2023-Q1",136.438372833268,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",149.833671808609,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",150.762174632884,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",151.122525543524,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",151.4873905604,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",151.621324297721,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",151.255115555915,
"CHN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",151.176750127008,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",142.331028898626,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",144.258583225599,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",147.803487681037,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",151.356848434869,
"COL","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",151.690865172291,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q2",119.157547775402,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q3",119.782629131622,
"COL","HOUSECOST","RENT","IDX2015","Q","2021-Q4",120.639482248454,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q1",121.339200048972,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q2",122.548944958739,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q3",123.658921008298,
"COL","HOUSECOST","RENT","IDX2015","Q","2022-Q4",124.819883222758,
"COL","HOUSECOST","RENT","IDX2015","Q","2023-Q1",125.958392008972,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",148.660344595243,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",155.514373970908,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",163.614402533671,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",173.204839778281,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",189.321463667687,
"EST","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",193.346384162378,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q2",125.678918257333,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q3",131.826488420782,
"EST","HOUSECOST","RENT","IDX2015","Q","2021-Q4",138.112012217403,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q1",143.494724610799,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q2",162.677705347147,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q3",166.766682553514,
"EST","HOUSECOST","RENT","IDX2015","Q","2022-Q4",161.34558744241,
"EST","HOUSECOST","RENT","IDX2015","Q","2023-Q1",159.977646946584,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",131.783504092389,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",132.269156698819,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",134.643245785697,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",134.604354248828,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",136.33446507866,
"IND","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",138.370370451159,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",115.06402954497,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",115.491868642279,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",115.979251152077,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",116.580111375235,
"IDN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",117.048949407517,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",123.780677840515,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",127.549160494745,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",132.532682023713,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",138.711520264548,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",145.443489714928,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",152.56813887133,
"ISR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",154.568851153278,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q2",107.788434579922,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.99813843225,
"ISR","HOUSECOST","RENT","IDX2015","Q","2021-Q4",108.326306162582,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.885790760682,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q2",109.57898384309,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q3",111.318110325781,
"ISR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",112.98891506991,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",158.219623826564,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",164.488915086948,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",172.207505326935,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",178.177813962248,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",184.073874288356,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",186.671548453886,
"LVA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",187.926763289983,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q2",105.97311206939,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q3",106.39660991464,
"LVA","HOUSECOST","RENT","IDX2015","Q","2021-Q4",108.616931000098,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q1",107.935011050227,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q2",112.047554387785,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q3",111.891006993188,
"LVA","HOUSECOST","RENT","IDX2015","Q","2022-Q4",106.472749478692,
"LVA","HOUSECOST","RENT","IDX2015","Q","2023-Q1",107.45591238901,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",157.953820726991,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",167.619994432332,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",176.362397504532,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",182.784580753769,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",192.819791325636,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",199.980393679822,
"LTU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",204.605234269977,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q2",130.982202945844,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q3",132.113918513681,
"LTU","HOUSECOST","RENT","IDX2015","Q","2021-Q4",133.273116411668,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q1",142.673412486537,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q2",149.702157333446,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q3",157.253244961838,
"LTU","HOUSECOST","RENT","IDX2015","Q","2022-Q4",163.051078005503,
"LTU","HOUSECOST","RENT","IDX2015","Q","2023-Q1",166.564925129472,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",169.602184319121,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",179.619465914759,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",193.097404114095,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",208.369854450736,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",221.533061507052,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",233.051208423498,
"RUS","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",239.067875732572,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q2",111.711981763306,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q3",114.312174069532,
"RUS","HOUSECOST","RENT","IDX2015","Q","2021-Q4",117.390047460856,
"RUS","HOUSECOST","RENT","IDX2015","Q","2022-Q1",120.033339273057,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",148.386789822753,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",153.40665866674,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",160.763055740484,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",166.827576187401,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",171.55286996442,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",176.999535322159,
"SVN","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",179.040018538492,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q2",115.294873892308,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q3",121.921245431934,
"SVN","HOUSECOST","RENT","IDX2015","Q","2021-Q4",129.410761749828,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q1",133.272637364475,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q2",144.031660369821,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q3",145.183124787505,
"SVN","HOUSECOST","RENT","IDX2015","Q","2022-Q4",147.733924721513,
"SVN","HOUSECOST","RENT","IDX2015","Q","2023-Q1",150.055220537301,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",125.360686598284,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",127.093682265794,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",128.354679113302,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",129.241676895808,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",130.112674718313,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",131.27667180832,
"ZAF","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",132.342669143327,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q2",122.950328481905,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q3",123.324256888371,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2021-Q4",123.796639972956,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q1",124.571429175727,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q2",125.522907586304,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q3",126.475495171324,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2022-Q4",127.192393254749,
"ZAF","HOUSECOST","RENT","IDX2015","Q","2023-Q1",127.557247716746,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",132.626419800759,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",136.623252577361,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",139.542788105253,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",142.359753819629,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",144.805955297848,
"EA","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",145.932582399608,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q2",107.390878535146,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q3",107.613340887558,
"EA","HOUSECOST","RENT","IDX2015","Q","2021-Q4",107.941302573844,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q1",108.362728562433,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q2",108.937540030654,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q3",109.609506590651,
"EA","HOUSECOST","RENT","IDX2015","Q","2022-Q4",110.240224815458,
"EA","HOUSECOST","RENT","IDX2015","Q","2023-Q1",110.694377438189,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",132.856362317437,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",136.576529427212,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",139.779557155071,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",142.551154844238,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",144.891636963387,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",145.517212691766,
"EA17","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",143.554964501453,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",142.342936963167,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",147.684884690438,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",153.099012132878,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",159.813096459592,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",165.651459402161,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",168.272937966932,
"OECD","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",169.305524511393,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q2",110.18454230714,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q3",110.693532551371,
"CRI","HOUSECOST","RENT","IDX2015","Q","2021-Q4",111.402178409913,
"CRI","HOUSECOST","RENT","IDX2015","Q","2022-Q1",112.505746815126,
"CRI","HOUSECOST","RENT","IDX2015","Q","2022-Q2",113.196713507236,
"CRI","HOUSECOST","RENT","IDX2015","Q","2022-Q3",114.338585273413,
"CRI","HOUSECOST","RENT","IDX2015","Q","2022-Q4",115.890396153337,
"CRI","HOUSECOST","RENT","IDX2015","Q","2023-Q1",117.721569873042,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",146.913771860616,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",150.916221382874,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",154.780834231086,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",161.333468415886,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",168.454601211069,
"BGR","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",174.422863917886,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",132.261322133093,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",135.144962387122,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",138.032778506755,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",139.142770190157,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",143.47327860869,
"ROU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",144.756490337337,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",85.4911360841419,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",85.7090258674556,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",86.3359450006681,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",86.6202207583958,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",87.1061035062372,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",87.9096765083218,
"SAU","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q4",88.5869992316612,
"BGR","HOUSECOST","RENT","IDX2015","Q","2021-Q2",110.833082210412,
"BGR","HOUSECOST","RENT","IDX2015","Q","2021-Q3",111.609942918597,
"BGR","HOUSECOST","RENT","IDX2015","Q","2021-Q4",112.697630543596,
"BGR","HOUSECOST","RENT","IDX2015","Q","2022-Q1",115.195637656581,
"BGR","HOUSECOST","RENT","IDX2015","Q","2022-Q2",117.694495691908,
"BGR","HOUSECOST","RENT","IDX2015","Q","2022-Q3",119.557576540757,
"BGR","HOUSECOST","RENT","IDX2015","Q","2022-Q4",121.470804751722,
"BGR","HOUSECOST","RENT","IDX2015","Q","2023-Q1",125.45516212378,
"HRV","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q2",138.19215644405,
"HRV","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q3",142.139139508511,
"HRV","HOUSECOST","NOMINAL","IDX2015","Q","2021-Q4",145.437974819567,
"HRV","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q1",151.931803636217,
"HRV","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q2",156.857424396489,
"HRV","HOUSECOST","NOMINAL","IDX2015","Q","2022-Q3",163.371421437595,
"HRV","HOUSECOST","RENT","IDX2015","Q","2021-Q2",108.440403627966,
"HRV","HOUSECOST","RENT","IDX2015","Q","2021-Q3",109.04393386859,
"HRV","HOUSECOST","RENT","IDX2015","Q","2021-Q4",109.840864300652,
"HRV","HOUSECOST","RENT","IDX2015","Q","2022-Q1",110.563662856941,
"HRV","HOUSECOST","RENT","IDX2015","Q","2022-Q2",111.624063121642,
"HRV","HOUSECOST","RENT","IDX2015","Q","2022-Q3",113.060766802229,
